"","keyword","AÃ±o","Universidad","area","frec_universidad","frec_biomedica"
"936","organization and management",2016,"UdeC","Clinical engineering",1,2
"937","pathophysiology",2013,"UdeC","Systems Physiology",13,13
"938","pathophysiology",2021,"USACH","Systems Physiology",13,14
"939","pathophysiology",2013,"UdeC","Systems Physiology",13,13
"940","pathophysiology",2016,"UV","Systems Physiology",4,29
"941","pathophysiology",2016,"UdeC","Systems Physiology",25,29
"942","pathophysiology",2013,"UdeC","Systems Physiology",13,13
"943","pathophysiology",2018,"UV","Systems Physiology",12,12
"944","pathophysiology",2016,"UdeC","Systems Physiology",25,29
"945","pathophysiology",2015,"UV","Systems Physiology",2,5
"946","pathophysiology",2021,"USACH","Systems Physiology",13,14
"947","pathophysiology",2021,"USACH","Systems Physiology",13,14
"948","pathophysiology",2021,"UdeC","Systems Physiology",1,14
"949","pathophysiology",2021,"USACH","Systems Physiology",13,14
"950","pathophysiology",2013,"UdeC","Systems Physiology",13,13
"951","pathophysiology",2013,"UdeC","Systems Physiology",13,13
"952","pathophysiology",2020,"USACH","Systems Physiology",4,27
"953","patient monitoring",2021,"USACH","Bioinstrumentation/Biomedical electronics",1,11
"954","patient monitoring",2017,"UdeC","Bioinstrumentation/Biomedical electronics",9,17
"955","patient monitoring",2017,"UV","Bioinstrumentation/Biomedical electronics",8,17
"956","patient monitoring",2017,"UdeC","Bioinstrumentation/Biomedical electronics",9,17
"957","patient monitoring",2017,"UV","Bioinstrumentation/Biomedical electronics",8,17
"958","patient monitoring",2009,"UdeC","Bioinstrumentation/Biomedical electronics",2,2
"959","patient monitoring",2020,"UV","Bioinstrumentation/Biomedical electronics",8,11
"960","patient monitoring",2008,"UdeC","Bioinstrumentation/Biomedical electronics",4,5
"961","patient monitoring",2020,"UV","Bioinstrumentation/Biomedical electronics",8,11
"962","patient monitoring",2020,"USACH","Bioinstrumentation/Biomedical electronics",3,11
"963","patient rehabilitation",2021,"UV","Rehabilitation/Orthopaedic Bioengineering",19,19
"964","patient rehabilitation",2021,"UV","Rehabilitation/Orthopaedic Bioengineering",19,19
"965","patient rehabilitation",2021,"UV","Rehabilitation/Orthopaedic Bioengineering",19,19
"966","patient rehabilitation",2020,"UdeC","Rehabilitation/Orthopaedic Bioengineering",2,2
"967","phylogeny",2020,"USACH","Bioinformatics/Genetic engineering",8,10
"968","phylogeny",2020,"USACH","Bioinformatics/Genetic engineering",8,10
"969","phylogeny",2022,"USACH","Bioinformatics/Genetic engineering",6,11
"970","phylogeny",2022,"USACH","Bioinformatics/Genetic engineering",6,11
"971","physical and rehabilitation medicine",2010,"UV","Rehabilitation/Orthopaedic Bioengineering",5,5
"972","physiologic",2016,"UdeC","Systems Physiology",25,29
"973","physiologic",2016,"UdeC","Systems Physiology",25,29
"974","physiologic",2018,"UV","Systems Physiology",12,12
"975","physiologic",2020,"UdeC","Systems Physiology",9,27
"976","physiologic",2018,"UV","Systems Physiology",12,12
"977","physiologic",2016,"UdeC","Systems Physiology",25,29
"978","physiologic",2016,"UdeC","Systems Physiology",25,29
"979","physiologic",2020,"UdeC","Systems Physiology",9,27
"980","physiologic",2018,"UV","Systems Physiology",12,12
"981","physiologic",2018,"UV","Systems Physiology",12,12
"982","physiologic",2016,"UdeC","Systems Physiology",25,29
"983","physiologic",2016,"UdeC","Systems Physiology",25,29
"984","physiologic",2020,"UdeC","Systems Physiology",9,27
"985","physiologic",2016,"UdeC","Systems Physiology",25,29
"986","physiologic",2016,"UdeC","Systems Physiology",25,29
"987","physiologic",2020,"UdeC","Systems Physiology",9,27
"988","physiologic",2020,"UdeC","Systems Physiology",9,27
"989","physiologic",2020,"UdeC","Systems Physiology",9,27
"990","physiological",2021,"USACH","Systems Physiology",13,14
"991","physiological",2009,"UdeC","Systems Physiology",1,1
"992","physiological",2019,"UV","Systems Physiology",20,24
"993","physiological",2016,"UdeC","Systems Physiology",25,29
"994","physiological",2017,"UdeC","Systems Physiology",6,10
"995","physiological",2017,"UdeC","Systems Physiology",6,10
"996","physiological",2021,"USACH","Systems Physiology",13,14
"997","physiological",2017,"UdeC","Systems Physiology",6,10
"998","physiological",2016,"UdeC","Systems Physiology",25,29
"999","physiological",2016,"UdeC","Systems Physiology",25,29
"1000","physiology",2019,"UV","Systems Physiology",20,24
"1001","physiology",2016,"UdeC","Systems Physiology",25,29
"1002","physiology",2020,"UV","Systems Physiology",14,27
"1003","physiology",2020,"UV","Systems Physiology",14,27
"1004","physiology",2016,"UdeC","Systems Physiology",25,29
"1005","physiology",2019,"UV","Systems Physiology",20,24
"1006","physiology",2010,"UV","Systems Physiology",2,2
"1007","physiology",2019,"UV","Systems Physiology",20,24
"1008","physiology",2019,"UV","Systems Physiology",20,24
"1009","physiology",2015,"UdeC","Systems Physiology",3,5
"1010","physiology",2017,"UdeC","Systems Physiology",6,10
"1011","physiology",2016,"UV","Systems Physiology",4,29
"1012","physiology",2020,"UV","Systems Physiology",14,27
"1013","physiology",2019,"UV","Systems Physiology",20,24
"1014","physiology",2019,"UV","Systems Physiology",20,24
"1015","physiology",2016,"UdeC","Systems Physiology",25,29
"1016","physiology",2016,"UdeC","Systems Physiology",25,29
"1017","physiology",2022,"USACH","Systems Physiology",15,18
"1018","physiology",2016,"UdeC","Systems Physiology",25,29
"1019","physiology",2018,"UV","Systems Physiology",12,12
"1020","physiology",2019,"UV","Systems Physiology",20,24
"1021","physiology",2012,"UdeC","Systems Physiology",2,2
"1022","physiology",2016,"UdeC","Systems Physiology",25,29
"1023","physiology",2022,"UV","Systems Physiology",3,18
"1024","physiology",2014,"UdeC","Systems Physiology",4,4
"1025","physiology",2020,"UV","Systems Physiology",14,27
"1026","physiology",2022,"USACH","Systems Physiology",15,18
"1027","physiology",2015,"UdeC","Systems Physiology",3,5
"1028","physiology",2013,"UdeC","Systems Physiology",13,13
"1029","physiology",2018,"UV","Systems Physiology",12,12
"1030","physiology",2018,"UV","Systems Physiology",12,12
"1031","physiology",2016,"UdeC","Systems Physiology",25,29
"1032","physiology",2020,"USACH","Systems Physiology",4,27
"1033","physiology",2015,"UV","Systems Physiology",2,5
"1034","physiology",2020,"UV","Systems Physiology",14,27
"1035","physiology",2020,"UdeC","Systems Physiology",9,27
"1036","physiology",2013,"UdeC","Systems Physiology",13,13
"1037","physiology",2019,"UV","Systems Physiology",20,24
"1038","physiology",2016,"UV","Systems Physiology",4,29
"1039","physiology",2019,"UV","Systems Physiology",20,24
"1040","physiology",2012,"UdeC","Systems Physiology",2,2
"1041","physiology",2019,"UV","Systems Physiology",20,24
"1042","physiology",2016,"UdeC","Systems Physiology",25,29
"1043","physiology",2013,"UdeC","Systems Physiology",13,13
"1044","physiology",2019,"UdeC","Systems Physiology",4,24
"1045","physiology",2021,"USACH","Systems Physiology",13,14
"1046","physiology",2022,"USACH","Systems Physiology",15,18
"1047","physiology",2019,"UdeC","Systems Physiology",4,24
"1048","physiology",2013,"UdeC","Systems Physiology",13,13
"1049","physiology",2017,"UdeC","Systems Physiology",6,10
"1050","physiology",2019,"UV","Systems Physiology",20,24
"1051","physiology",2022,"UV","Systems Physiology",3,18
"1052","physiology",2019,"UV","Systems Physiology",20,24
"1053","physiology",2019,"UV","Systems Physiology",20,24
"1054","physiology",2014,"UdeC","Systems Physiology",4,4
"1055","physiology",2017,"UV","Systems Physiology",4,10
"1056","physiology",2019,"UV","Systems Physiology",20,24
"1057","physiology",2017,"UV","Systems Physiology",4,10
"1058","physiology",2017,"UdeC","Systems Physiology",6,10
"1059","physiology",2020,"UV","Systems Physiology",14,27
"1060","physiology",2020,"UV","Systems Physiology",14,27
"1061","polysomnography",2015,"UdeC","Bioinstrumentation/Biomedical electronics",16,16
"1062","polysomnography",2013,"UdeC","Bioinstrumentation/Biomedical electronics",29,35
"1063","polysomnography",2016,"UV","Bioinstrumentation/Biomedical electronics",11,31
"1064","polysomnography",2013,"UdeC","Bioinstrumentation/Biomedical electronics",29,35
"1065","polysomnography",2013,"UdeC","Bioinstrumentation/Biomedical electronics",29,35
"1066","polysomnography",2016,"UV","Bioinstrumentation/Biomedical electronics",11,31
"1067","polysomnography",2013,"UdeC","Bioinstrumentation/Biomedical electronics",29,35
"1068","polysomnography",2015,"UdeC","Bioinstrumentation/Biomedical electronics",16,16
"1069","polysomnography",2015,"UdeC","Bioinstrumentation/Biomedical electronics",16,16
"1070","polysomnography",2015,"UdeC","Bioinstrumentation/Biomedical electronics",16,16
"1071","polysomnography",2013,"UdeC","Bioinstrumentation/Biomedical electronics",29,35
"1072","polysomnography",2015,"UdeC","Bioinstrumentation/Biomedical electronics",16,16
"1073","polysomnography",2015,"UdeC","Bioinstrumentation/Biomedical electronics",16,16
"1074","polysomnography",2013,"UdeC","Bioinstrumentation/Biomedical electronics",29,35
"1075","positron emission tomography",2015,"UV","Medical Imaging",14,26
"1076","positron emission tomography",2015,"UV","Medical Imaging",14,26
"1077","positron emission tomography",2022,"UV","Medical Imaging",91,106
"1078","preventive maintenance",2017,"UV","Clinical engineering",3,5
"1079","primary care",2016,"UV","Clinical engineering",1,2
"1080","prostheses and orthoses",2017,"UdeC","Bionics",2,2
"1081","prostheses and orthoses",2017,"UdeC","Bionics",2,2
"1082","protein",2022,"USACH","Bioinformatics/Genetic engineering",6,11
"1083","protein",2011,"UV","Bioinformatics/Genetic engineering",3,3
"1084","protein",2015,"UV","Bioinformatics/Genetic engineering",1,1
"1085","protein",2008,"UV","Bioinformatics/Genetic engineering",2,2
"1086","protein",2021,"UV","Bioinformatics/Genetic engineering",4,14
"1087","protein",2021,"USACH","Bioinformatics/Genetic engineering",9,14
"1088","protein",2021,"USACH","Bioinformatics/Genetic engineering",9,14
"1089","protein",2008,"UV","Bioinformatics/Genetic engineering",2,2
"1090","protein",2022,"UV","Bioinformatics/Genetic engineering",5,11
"1091","protein",2021,"UV","Bioinformatics/Genetic engineering",4,14
"1092","proteins",2010,"UV","Bioinformatics/Genetic engineering",3,3
"1093","proteins",2010,"UV","Bioinformatics/Genetic engineering",3,3
"1094","proteins",2021,"UV","Bioinformatics/Genetic engineering",4,14
"1095","proteins",2010,"UV","Bioinformatics/Genetic engineering",3,3
"1096","proteins",2021,"UV","Bioinformatics/Genetic engineering",4,14
"1097","proteins",2021,"USACH","Bioinformatics/Genetic engineering",9,14
"1098","psychophysiology",2010,"UV","Systems Physiology",2,2
"1099","psychophysiology",2011,"UV","Systems Physiology",3,3
"1100","public administration",2017,"UdeC","Clinical engineering",2,5
"1101","public administration",2020,"UV","Clinical engineering",2,5
"1102","public health systems",2015,"UV","Clinical engineering",3,3
"1103","public health systems",2015,"UV","Clinical engineering",3,3
"1104","public healthcares",2021,"USACH","Clinical engineering",3,3
"1105","public hospital",2013,"UdeC","Clinical engineering",1,1
"1106","public hospital",2011,"UV","Clinical engineering",1,1
"1107","public management",2020,"UV","Clinical engineering",2,5
"1108","radiation protection",2015,"UV","Clinical engineering",3,3
"1109","radiographic images",2015,"UV","Medical Imaging",14,26
"1110","radiography",2019,"UV","Medical Imaging",48,70
"1111","radiography",2008,"UdeC","Medical Imaging",9,9
"1112","radiography",2015,"UV","Medical Imaging",14,26
"1113","radiography",2013,"UdeC","Medical Imaging",14,14
"1114","radiography",2013,"UdeC","Medical Imaging",14,14
"1115","radiography",2008,"UdeC","Medical Imaging",9,9
"1116","radiography",2013,"UdeC","Medical Imaging",14,14
"1117","regenerative medicine",2022,"UV","Rehabilitation/Orthopaedic Bioengineering",1,1
"1118","rehabilitation",2010,"UV","Rehabilitation/Orthopaedic Bioengineering",5,5
"1119","rehabilitation",2021,"UV","Rehabilitation/Orthopaedic Bioengineering",19,19
"1120","rehabilitation",2021,"UV","Rehabilitation/Orthopaedic Bioengineering",19,19
"1121","rehabilitation",2021,"UV","Rehabilitation/Orthopaedic Bioengineering",19,19
"1122","rehabilitation",2010,"UV","Rehabilitation/Orthopaedic Bioengineering",5,5
"1123","rehabilitation",2021,"UV","Rehabilitation/Orthopaedic Bioengineering",19,19
"1124","rehabilitation",2021,"UV","Rehabilitation/Orthopaedic Bioengineering",19,19
"1125","rehabilitation",2021,"UV","Rehabilitation/Orthopaedic Bioengineering",19,19
"1126","rehabilitation",2021,"UV","Rehabilitation/Orthopaedic Bioengineering",19,19
"1127","rehabilitation",2021,"UV","Rehabilitation/Orthopaedic Bioengineering",19,19
"1128","rehabilitation",2020,"UdeC","Rehabilitation/Orthopaedic Bioengineering",2,2
"1129","rehabilitation",2021,"UV","Rehabilitation/Orthopaedic Bioengineering",19,19
"1130","rehabilitation",2021,"UV","Rehabilitation/Orthopaedic Bioengineering",19,19
"1131","rehabilitation",2021,"UV","Rehabilitation/Orthopaedic Bioengineering",19,19
"1132","rehabilitation devices",2021,"UV","Rehabilitation/Orthopaedic Bioengineering",19,19
"1133","rehabilitation devices",2021,"UV","Rehabilitation/Orthopaedic Bioengineering",19,19
"1134","rehabilitation medicine",2010,"UV","Rehabilitation/Orthopaedic Bioengineering",5,5
"1135","rehabilitation medicine",2010,"UV","Rehabilitation/Orthopaedic Bioengineering",5,5
"1136","rehabilitation technology",2021,"UV","Rehabilitation/Orthopaedic Bioengineering",19,19
"1137","robotic rehabilitation",2021,"UV","Rehabilitation/Orthopaedic Bioengineering",19,19
"1138","robotic rehabilitation",2021,"UV","Rehabilitation/Orthopaedic Bioengineering",19,19
"1139","robotics",2006,"UdeC","Biomechatronics",2,2
"1140","robotics",2021,"UV","Biomechatronics",3,3
"1141","robotics",2020,"UV","Biomechatronics",6,6
"1142","robotics",2020,"UV","Biomechatronics",6,6
"1143","robotics",2020,"UV","Biomechatronics",6,6
"1144","robotics",2021,"UV","Biomechatronics",3,3
"1145","robotics",2006,"UdeC","Biomechatronics",2,2
"1146","robotics",2020,"UV","Biomechatronics",6,6
"1147","robotics",2021,"UV","Biomechatronics",3,3
"1148","robotics",2020,"UV","Biomechatronics",6,6
"1149","robotics",2020,"UV","Biomechatronics",6,6
"1150","safety engineering",2017,"UV","Clinical engineering",3,5
"1151","safety engineering",2010,"UV","Clinical engineering",1,1
"1152","safety engineering",2017,"UdeC","Clinical engineering",2,5
"1153","single cell analysis",2011,"UV","Bioinformatics/Genetic engineering",3,3
"1154","spirometry",2019,"UV","Bioinstrumentation/Biomedical electronics",21,23
"1155","spirometry",2019,"UV","Bioinstrumentation/Biomedical electronics",21,23
"1156","structural bioinformatics",2021,"USACH","Bioinformatics/Genetic engineering",9,14
"1157","technical efficiency",2021,"USACH","Clinical engineering",3,3
"1158","technical efficiency",2020,"USACH","Clinical engineering",3,5
"1159","telehealth",2015,"UV","Medical Informatics",12,13
"1160","telehealth",2015,"UV","Medical Informatics",12,13
"1161","telemedicine",2012,"UdeC","Medical Informatics",5,5
"1162","telemedicine",2012,"UdeC","Medical Informatics",5,5
"1163","telemedicine",2022,"UV","Medical Informatics",4,4
"1164","telemedicine",2012,"UdeC","Medical Informatics",5,5
"1165","telemedicine",2016,"UV","Medical Informatics",3,3
"1166","telemedicine",2015,"UV","Medical Informatics",12,13
"1167","telemedicine",2012,"UdeC","Medical Informatics",5,5
"1168","telemedicine",2015,"UV","Medical Informatics",12,13
"1169","telemedicine",2015,"UV","Medical Informatics",12,13
"1170","telemedicine",2015,"UV","Medical Informatics",12,13
"1171","telemedicine",2017,"UV","Medical Informatics",2,8
"1172","telemedicine",2016,"UV","Medical Informatics",3,3
"1173","telemedicine",2015,"UV","Medical Informatics",12,13
"1174","telemedicine",2022,"UV","Medical Informatics",4,4
"1175","telemedicine",2017,"UV","Medical Informatics",2,8
"1176","telemedicine",2015,"UV","Medical Informatics",12,13
"1177","tissue engineering",2021,"USACH","Cellular and tissue engineering",1,1
"1178","tomography",2015,"UdeC","Medical Imaging",12,26
"1179","tomography",2015,"UdeC","Medical Imaging",12,26
"1180","tomography",2013,"UdeC","Medical Imaging",14,14
"1181","tomography",2012,"UdeC","Medical Imaging",2,14
"1182","tomography",2012,"UV","Medical Imaging",12,14
"1183","tomography",2015,"UdeC","Medical Imaging",12,26
"1184","tomography",2015,"UdeC","Medical Imaging",12,26
"1185","tomography",2022,"UV","Medical Imaging",91,106
"1186","tomography",2014,"UdeC","Medical Imaging",7,10
"1187","tomography",2015,"UdeC","Medical Imaging",12,26
"1188","tomography",2008,"UdeC","Medical Imaging",9,9
"1189","tomography",2020,"UV","Medical Imaging",58,65
"1190","tomography",2022,"UV","Medical Imaging",91,106
"1191","tomography",2015,"UV","Medical Imaging",14,26
"1192","tomography",2022,"UV","Medical Imaging",91,106
"1193","tomography",2017,"UdeC","Medical Imaging",21,30
"1194","tomography",2012,"UV","Medical Imaging",12,14
"1195","tomography",2013,"UdeC","Medical Imaging",14,14
"1196","tomography",2014,"UdeC","Medical Imaging",7,10
"1197","tomography",2015,"UV","Medical Imaging",14,26
"1198","tomography",2008,"UdeC","Medical Imaging",9,9
"1199","tomography",2017,"UdeC","Medical Imaging",21,30
"1200","tomography",2020,"UV","Medical Imaging",58,65
"1201","tomography",2014,"UdeC","Medical Imaging",7,10
"1202","tomography",2014,"UdeC","Medical Imaging",7,10
"1203","tomography",2008,"UdeC","Medical Imaging",9,9
"1204","tomography",2015,"UdeC","Medical Imaging",12,26
"1205","tomography",2017,"UdeC","Medical Imaging",21,30
"1206","tomography",2020,"UV","Medical Imaging",58,65
"1207","tomography",2017,"UdeC","Medical Imaging",21,30
"1208","tomography",2014,"UdeC","Medical Imaging",7,10
"1209","visual evoked potential",2017,"UV","Bioinstrumentation/Biomedical electronics",8,17
"1210","visual evoked potential",2016,"UV","Bioinstrumentation/Biomedical electronics",11,31
"1211","visual evoked potential",2020,"UV","Bioinstrumentation/Biomedical electronics",8,11
"1212","visual evoked potential",2020,"UV","Bioinstrumentation/Biomedical electronics",8,11
"1213","x ray",2022,"UV","Medical Imaging",91,106
"1214","x ray",2022,"UV","Medical Imaging",91,106
"1215","x ray",2018,"UV","Medical Imaging",3,7
"1216","x ray",2019,"UV","Medical Imaging",48,70
"1217","x ray",2019,"UV","Medical Imaging",48,70
"1218","x ray",2015,"UV","Medical Imaging",14,26
"1219","x ray",2008,"UdeC","Medical Imaging",9,9
"1220","x ray",2019,"UV","Medical Imaging",48,70
"1221","NONE",2030,"UdeC","Biomechanics",10,10
"1222","NONE",2030,"UdeC","Medical Imaging",10,10
"1223","NONE",2030,"UdeC","Biofluids",10,10
"1224","NONE",2030,"UdeC","Bioinformatics/Genetic engineering",10,10
"1225","NONE",2030,"UdeC","Bioinstrumentation/Biomedical electronics",10,10
"1226","NONE",2030,"UdeC","Systems Physiology",10,10
"1227","NONE",2030,"UdeC","Biomaterials",10,10
"1228","NONE",2030,"UdeC","Biomedical engineering",10,10
"1229","NONE",2030,"UdeC","Rehabilitation/Orthopaedic Bioengineering",10,10
"1230","NONE",2030,"UdeC","Medical Informatics",10,10
"1231","NONE",2030,"UdeC","Biomechatronics",10,10
"1232","NONE",2030,"UdeC","Cellular and tissue engineering",10,10
"1233","NONE",2030,"UdeC","Clinical engineering",10,10
"1234","NONE",2030,"UdeC","Neural Engineering",10,10
"1235","NONE",2030,"UdeC","Bionics",10,10
"1236","NONE",2030,"UV","Biomechanics",10,10
"1237","NONE",2030,"UV","Medical Imaging",10,10
"1238","NONE",2030,"UV","Biofluids",10,10
"1239","NONE",2030,"UV","Bioinformatics/Genetic engineering",10,10
"1240","NONE",2030,"UV","Bioinstrumentation/Biomedical electronics",10,10
"1241","NONE",2030,"UV","Systems Physiology",10,10
"1242","NONE",2030,"UV","Biomaterials",10,10
"1243","NONE",2030,"UV","Biomedical engineering",10,10
"1244","NONE",2030,"UV","Rehabilitation/Orthopaedic Bioengineering",10,10
"1245","NONE",2030,"UV","Medical Informatics",10,10
"1246","NONE",2030,"UV","Biomechatronics",10,10
"1247","NONE",2030,"UV","Cellular and tissue engineering",10,10
"1248","NONE",2030,"UV","Clinical engineering",10,10
"1249","NONE",2030,"UV","Neural Engineering",10,10
"1250","NONE",2030,"UV","Bionics",10,10
"1251","NONE",2030,"USACH","Biomechanics",10,10
"1252","NONE",2030,"USACH","Medical Imaging",10,10
"1253","NONE",2030,"USACH","Biofluids",10,10
"1254","NONE",2030,"USACH","Bioinformatics/Genetic engineering",10,10
"1255","NONE",2030,"USACH","Bioinstrumentation/Biomedical electronics",10,10
"1256","NONE",2030,"USACH","Systems Physiology",10,10
"1257","NONE",2030,"USACH","Biomaterials",10,10
"1258","NONE",2030,"USACH","Biomedical engineering",10,10
"1259","NONE",2030,"USACH","Rehabilitation/Orthopaedic Bioengineering",10,10
"1260","NONE",2030,"USACH","Medical Informatics",10,10
"1261","NONE",2030,"USACH","Biomechatronics",10,10
"1262","NONE",2030,"USACH","Cellular and tissue engineering",10,10
"1263","NONE",2030,"USACH","Clinical engineering",10,10
"1264","NONE",2030,"USACH","Neural Engineering",10,10
"1265","NONE",2030,"USACH","Bionics",10,10
